id,own_race,rating_qualified,rating_trust,rating_appliestome,income,risk_pre,messenger_race,messenger_role,video_length,nma_treat_original,nma_treat
8565,white,5,4,4,5,4,white,doc,short,1.0,0
4191,white,5,4,6,3,8,black,doc,short,,0
17655,black,5,6,7,5,0,black,doc,short,0.0,0
17180,black,5,5,6,5,1,black,lay,short,0.0,0
8586,white,1,1,1,7,0,black,doc,short,1.0,0
12427,black,5,4,6,7,3,black,doc,short,1.0,0
11199,black,6,6,6,1,0,white,doc,long,0.0,1
10757,white,6,6,7,3,7,white,doc,short,0.0,0
7491,black,7,7,5,1,0,white,doc,long,,1
6001,white,7,7,7,2,1,black,doc,short,,0
17069,black,7,7,6,2,4,white,doc,long,1.0,1
5552,white,5,5,5,3,0,black,doc,short,,0
13284,white,5,5,6,8,3,white,doc,short,1.0,0
5935,white,5,4,1,6,1,black,doc,short,,0
8737,white,7,7,7,8,2,white,doc,short,1.0,0
13373,black,5,5,5,5,0,black,doc,short,0.0,0
8816,white,5,6,7,8,5,white,doc,short,0.0,0
6549,white,6,6,6,1,3,white,doc,short,,0
18376,black,7,5,7,11,0,white,doc,long,0.0,1
19689,black,6,6,6,10,0,white,doc,short,0.0,0
14724,black,6,7,7,6,0,black,doc,short,0.0,0
10790,white,5,1,6,3,5,white,doc,short,0.0,0
15696,black,4,6,6,4,5,black,lay,short,0.0,0
20581,white,6,6,6,3,4,black,doc,short,1.0,0
8375,white,5,5,6,7,2,black,doc,short,1.0,0
15228,black,1,1,6,7,5,black,lay,short,0.0,0
11579,black,6,6,7,6,9,white,doc,short,0.0,0
10628,white,7,7,7,9,10,white,doc,short,0.0,0
18189,white,7,7,6,5,5,black,doc,short,1.0,0
11440,black,6,4,4,8,0,white,doc,short,0.0,0
8216,white,5,6,6,3,8,black,doc,short,1.0,0
11522,white,7,6,5,5,7,white,doc,short,0.0,0
6402,white,5,5,5,1,0,black,doc,short,,0
8197,white,5,5,7,2,1,white,doc,short,0.0,0
8997,white,7,1,1,2,7,white,doc,short,1.0,0
4277,white,1,1,1,2,2,white,doc,short,,0
6512,white,1,1,1,4,0,white,doc,short,,0
12995,black,7,7,5,2,0,black,doc,short,0.0,0
17912,white,5,5,5,11,5,black,doc,short,1.0,0
9344,white,1,4,1,2,0,black,doc,short,0.0,0
18909,black,5,5,5,1,0,white,doc,long,1.0,1
19650,black,6,4,1,5,2,black,doc,short,1.0,0
18081,black,5,6,6,3,0,black,doc,short,1.0,0
7815,black,5,1,4,1,10,black,doc,short,,0
11290,white,5,5,6,8,3,white,doc,short,1.0,0
5528,white,5,5,6,12,5,white,doc,short,,0
13403,white,5,4,6,10,3,white,doc,short,0.0,0
17303,white,1,4,1,6,0,white,doc,short,0.0,0
11783,black,7,7,7,4,5,black,doc,short,1.0,0
13793,black,7,5,4,2,0,black,lay,short,0.0,0
8465,white,6,4,1,1,0,black,doc,short,0.0,0
6869,white,5,6,6,5,1,black,doc,short,,0
8398,white,5,5,5,5,1,white,doc,short,1.0,0
10683,white,5,4,4,4,0,white,doc,short,1.0,0
8405,white,5,7,4,4,0,white,doc,short,1.0,0
13435,white,5,5,5,8,3,black,doc,short,1.0,0
7699,black,5,5,6,5,0,black,lay,short,,0
6047,black,7,7,6,6,2,white,doc,long,,1
4312,black,7,7,7,1,3,black,doc,short,,0
6467,white,1,7,7,2,3,black,doc,short,,0
17756,black,7,7,7,3,0,white,doc,long,0.0,1
5678,black,5,5,5,11,0,black,doc,short,,0
5772,black,1,1,1,1,10,black,lay,short,,0
19017,black,6,6,5,5,0,white,doc,short,1.0,0
9600,white,5,5,6,2,1,black,doc,short,0.0,0
19428,black,4,4,4,1,0,black,lay,short,1.0,0
7295,black,5,6,7,2,4,white,doc,long,,1
8500,white,5,5,1,6,1,white,doc,short,0.0,0
13988,black,1,1,5,7,1,black,lay,short,0.0,0
13842,black,6,6,6,4,5,white,doc,short,1.0,0
8237,white,1,1,4,5,3,black,doc,short,0.0,0
6617,white,5,6,6,5,0,white,doc,short,,0
6701,white,4,4,7,1,1,white,doc,short,,0
6244,black,6,6,6,3,4,white,doc,short,,0
6256,white,6,1,5,5,0,white,doc,short,,0
4270,white,5,5,4,3,3,white,doc,short,,0
5293,black,6,6,4,4,0,black,lay,short,,0
8483,white,5,5,5,5,3,black,doc,short,0.0,0
10836,white,1,4,4,7,2,white,doc,short,0.0,0
18650,black,5,5,5,2,10,white,doc,long,1.0,1
16042,black,7,6,4,3,0,black,doc,short,1.0,0
9042,black,6,6,5,4,5,black,doc,short,1.0,0
14771,black,1,1,6,7,6,black,lay,short,1.0,0
7854,black,5,5,6,3,4,white,doc,short,,0
5509,white,5,6,6,4,2,black,doc,short,,0
18548,black,5,6,5,1,1,black,doc,short,0.0,0
4413,black,6,5,6,1,0,white,doc,long,,1
15092,black,6,6,6,2,5,black,lay,short,0.0,0
4637,black,6,4,6,5,5,white,doc,long,,1
20408,white,7,6,7,4,0,white,doc,short,1.0,0
8588,white,5,5,5,5,0,white,doc,short,0.0,0
8506,black,6,6,6,1,0,white,doc,long,0.0,1
18604,black,6,6,6,7,4,white,doc,long,0.0,1
6553,white,6,6,6,3,0,black,doc,short,,0
4113,black,4,4,4,1,1,white,doc,short,,0
6621,white,6,6,6,3,4,white,doc,short,,0
8865,white,5,5,5,6,3,white,doc,short,1.0,0
7486,black,4,5,4,1,0,black,doc,short,,0
8653,white,7,7,7,2,7,white,doc,short,0.0,0
10000,black,5,5,7,3,7,black,doc,short,0.0,0
6875,white,6,6,5,8,0,black,doc,short,,0
9404,black,6,6,6,2,0,black,doc,short,0.0,0
13410,white,1,5,7,7,5,black,doc,short,0.0,0
15892,black,4,4,4,2,2,white,doc,short,1.0,0
4587,white,5,4,5,7,0,black,doc,short,,0
18931,black,4,6,1,6,0,black,lay,short,1.0,0
12340,black,7,6,6,1,0,white,doc,short,0.0,0
13203,white,7,7,7,4,10,black,doc,short,1.0,0
7133,black,7,7,7,1,3,black,doc,short,,0
9886,black,7,7,7,3,5,black,doc,short,1.0,0
8288,white,6,5,6,2,0,white,doc,short,1.0,0
20066,black,6,6,6,1,3,black,doc,short,0.0,0
18902,black,5,5,7,2,0,black,lay,short,1.0,0
5368,black,7,7,7,2,0,black,doc,short,,0
8542,white,6,5,6,3,3,white,doc,short,1.0,0
13852,black,6,6,6,5,0,white,doc,short,1.0,0
10801,white,5,5,5,3,5,white,doc,short,1.0,0
4309,black,1,1,5,4,2,black,lay,short,,0
20375,white,7,7,7,2,2,white,doc,short,0.0,0
5511,white,6,6,6,6,3,white,doc,short,,0
4333,black,7,6,6,1,10,black,doc,short,,0
10784,white,6,6,6,1,2,white,doc,short,1.0,0
7686,black,7,7,7,8,2,white,doc,short,,0
9374,white,7,7,7,2,6,white,doc,short,0.0,0
11723,black,4,4,5,4,0,black,lay,short,0.0,0
8999,black,4,5,6,3,8,black,lay,short,0.0,0
11504,black,7,7,7,4,4,white,doc,short,0.0,0
11880,black,7,7,7,3,10,white,doc,short,0.0,0
6286,white,5,5,5,2,2,white,doc,short,,0
12687,black,5,5,6,7,0,white,doc,short,0.0,0
5210,black,7,7,7,3,6,black,doc,short,,0
10304,white,6,6,6,3,7,black,doc,short,0.0,0
14495,black,6,6,6,11,0,white,doc,short,1.0,0
10661,white,5,5,5,5,2,black,doc,short,0.0,0
20257,black,5,5,4,4,0,black,lay,short,1.0,0
6311,white,6,6,7,3,0,white,doc,short,,0
7287,black,5,5,6,2,0,black,lay,short,,0
20010,black,7,7,4,4,0,white,doc,long,0.0,1
11086,white,5,4,5,1,2,white,doc,short,0.0,0
15538,white,5,5,5,5,2,black,doc,short,1.0,0
5249,black,1,5,1,7,0,black,doc,short,,0
15713,black,1,4,5,1,0,black,lay,short,1.0,0
10237,white,5,5,5,8,5,white,doc,short,0.0,0
19786,black,5,1,5,3,0,black,lay,short,1.0,0
13461,black,1,1,5,3,5,black,lay,short,0.0,0
10069,black,6,6,6,6,2,black,lay,short,0.0,0
11293,white,5,5,5,2,1,black,doc,short,1.0,0
20121,black,6,6,5,3,2,black,doc,short,1.0,0
4883,black,5,5,6,3,2,black,lay,short,,0
6416,white,5,5,6,8,5,white,doc,short,,0
3888,white,7,6,5,1,3,black,doc,short,,0
4452,black,6,5,6,7,0,white,doc,short,,0
12615,black,6,6,6,3,4,white,doc,long,0.0,1
9622,white,6,5,5,5,0,black,doc,short,1.0,0
5765,black,5,5,5,6,0,black,doc,short,,0
4972,black,7,7,5,4,3,black,doc,short,,0
19547,black,1,1,5,1,7,black,lay,short,1.0,0
11680,black,7,7,7,3,10,white,doc,long,1.0,1
12264,black,6,6,7,1,10,black,doc,short,1.0,0
10294,white,6,6,6,11,2,white,doc,short,1.0,0
15428,white,5,4,4,6,5,black,doc,short,1.0,0
7243,black,5,1,7,6,0,white,doc,long,,1
6816,white,5,5,6,7,3,black,doc,short,,0
7234,black,5,4,4,4,0,white,doc,short,,0
14091,black,7,5,5,1,0,white,doc,short,0.0,0
15300,black,5,5,6,4,5,black,lay,short,0.0,0
18938,black,6,5,6,1,2,black,doc,short,0.0,0
4714,white,5,5,6,2,0,black,doc,short,,0
15005,black,6,5,5,5,0,white,doc,long,1.0,1
11372,white,5,5,7,6,5,white,doc,short,1.0,0
8220,white,4,1,5,11,5,black,doc,short,1.0,0
13332,black,1,4,7,5,1,black,doc,short,0.0,0
13597,black,5,4,1,5,0,black,doc,short,1.0,0
18783,black,7,7,7,6,0,black,lay,short,1.0,0
14206,black,5,4,5,2,0,white,doc,long,0.0,1
11654,black,6,7,4,1,3,black,doc,short,0.0,0
4881,black,5,5,6,2,3,white,doc,short,,0
20631,white,6,6,6,3,0,white,doc,short,1.0,0
11009,white,5,5,6,6,4,black,doc,short,0.0,0
8457,white,6,1,5,1,2,black,doc,short,0.0,0
10590,white,6,5,5,3,0,black,doc,short,0.0,0
12538,black,5,5,6,1,0,black,doc,short,0.0,0
13381,white,5,5,7,5,0,white,doc,short,1.0,0
15465,black,4,1,5,1,0,black,lay,short,1.0,0
18188,white,5,6,7,1,4,white,doc,short,0.0,0
9530,white,4,1,5,6,1,white,doc,short,1.0,0
9560,black,1,1,1,3,0,white,doc,long,0.0,1
19288,white,5,5,5,1,0,white,doc,short,1.0,0
14827,black,1,1,1,6,0,black,doc,short,1.0,0
15810,black,1,5,5,1,0,black,lay,short,1.0,0
4560,black,5,5,6,9,0,white,doc,short,,0
11963,black,5,1,5,9,5,black,doc,short,0.0,0
6363,white,5,5,5,2,0,black,doc,short,,0
19222,white,7,5,7,2,0,black,doc,short,1.0,0
17397,white,5,5,5,3,0,white,doc,short,0.0,0
9433,black,6,5,5,5,2,white,doc,short,1.0,0
9454,white,5,6,7,2,5,white,doc,short,0.0,0
5666,black,5,5,6,3,3,white,doc,long,,1
8905,white,5,4,6,4,1,black,doc,short,0.0,0
12992,black,5,4,5,7,0,black,doc,short,1.0,0
7523,black,7,7,7,3,10,black,doc,short,,0
17764,white,5,5,5,5,0,white,doc,short,0.0,0
19223,white,6,6,6,4,0,white,doc,short,0.0,0
17819,black,1,1,1,6,6,black,doc,short,0.0,0
19251,white,4,4,6,5,2,white,doc,short,1.0,0
14160,black,7,7,7,5,2,black,doc,short,1.0,0
8901,black,6,6,6,8,0,black,lay,short,0.0,0
13242,white,5,7,1,3,1,black,doc,short,0.0,0
16004,black,7,7,5,2,1,white,doc,long,0.0,1
15700,black,7,7,7,1,3,white,doc,short,1.0,0
7262,black,5,5,4,11,0,black,lay,short,,0
10426,white,6,6,6,8,2,white,doc,short,0.0,0
4570,white,4,4,5,2,2,white,doc,short,,0
3979,white,6,6,5,2,2,black,doc,short,,0
11267,white,5,5,5,6,2,black,doc,short,0.0,0
10961,white,6,6,5,4,3,black,doc,short,1.0,0
4440,black,5,5,5,2,0,black,lay,short,,0
6408,white,6,4,6,4,0,white,doc,short,,0
11547,black,5,5,4,6,6,black,lay,short,0.0,0
8779,white,4,4,4,4,0,white,doc,short,1.0,0
11104,white,5,6,5,11,4,black,doc,short,0.0,0
17975,black,5,5,6,4,2,black,lay,short,1.0,0
16615,white,5,5,4,2,3,black,doc,short,1.0,0
5335,black,1,1,1,4,0,black,lay,short,,0
16098,black,5,5,6,1,2,white,doc,long,1.0,1
5223,black,6,5,5,1,0,white,doc,long,,1
19723,black,6,6,4,2,0,black,lay,short,1.0,0
12222,black,6,6,6,1,5,white,doc,long,1.0,1
17818,white,5,5,5,1,0,black,doc,short,1.0,0
11697,black,5,6,5,1,0,black,doc,short,0.0,0
20101,black,7,6,5,6,0,white,doc,long,1.0,1
10246,white,6,6,6,3,0,white,doc,short,1.0,0
10952,white,5,5,6,2,5,black,doc,short,0.0,0
11971,black,4,1,4,2,8,white,doc,long,0.0,1
10477,white,4,4,5,3,2,white,doc,short,1.0,0
18643,black,1,1,1,2,0,white,doc,long,1.0,1
7285,black,5,5,5,1,0,black,doc,short,,0
19734,black,6,6,5,3,3,white,doc,short,0.0,0
11715,black,7,5,6,5,0,white,doc,long,0.0,1
15811,black,7,5,5,1,0,white,doc,long,1.0,1
6582,white,6,6,7,2,1,black,doc,short,,0
4051,white,5,5,5,3,6,white,doc,short,,0
13575,black,6,6,6,1,7,black,lay,short,1.0,0
20304,black,6,6,5,6,0,black,doc,short,1.0,0
17300,white,7,6,6,3,0,black,doc,short,0.0,0
8161,black,6,6,6,2,2,black,doc,short,1.0,0
11423,white,6,6,6,6,0,black,doc,short,1.0,0
10291,white,1,4,7,2,10,black,doc,short,1.0,0
5382,black,6,6,4,4,2,white,doc,short,,0
4902,black,5,5,5,4,0,white,doc,long,,1
4617,black,6,6,6,4,0,white,doc,short,,0
4175,white,5,5,5,8,0,black,doc,short,,0
14712,black,7,7,7,1,0,white,doc,short,1.0,0
8178,white,5,6,5,7,4,black,doc,short,1.0,0
13271,white,6,6,6,9,3,black,doc,short,0.0,0
4368,black,5,5,5,5,0,white,doc,short,,0
7785,black,6,6,6,6,1,black,lay,short,,0
18329,black,5,5,5,8,0,black,lay,short,0.0,0
19083,black,6,5,6,9,7,black,doc,short,0.0,0
9117,white,6,6,6,4,1,white,doc,short,0.0,0
7579,black,1,4,6,2,0,black,lay,short,,0
7761,black,4,4,5,1,1,white,doc,short,,0
11109,white,6,6,5,3,4,black,doc,short,1.0,0
18882,black,6,5,4,4,0,white,doc,short,0.0,0
17794,white,6,6,6,3,1,black,doc,short,0.0,0
20506,black,5,5,6,6,0,white,doc,long,0.0,1
10798,white,5,5,5,1,0,black,doc,short,0.0,0
5234,black,1,5,5,3,1,black,lay,short,,0
15012,black,6,6,5,2,0,white,doc,long,0.0,1
17645,white,5,5,5,5,10,white,doc,short,0.0,0
14689,black,6,6,6,2,0,white,doc,short,0.0,0
17265,white,5,5,6,7,2,white,doc,short,1.0,0
7264,black,6,5,5,4,0,white,doc,short,,0
16085,black,6,6,6,6,2,white,doc,long,0.0,1
8378,white,1,6,5,6,0,black,doc,short,1.0,0
14168,black,5,5,6,3,4,white,doc,short,1.0,0
12893,black,5,5,5,4,1,black,lay,short,1.0,0
11326,white,5,6,6,4,0,white,doc,short,1.0,0
7109,black,5,5,5,3,1,black,doc,short,,0
5585,black,5,4,6,3,0,white,doc,long,,1
20716,black,6,6,6,8,3,white,doc,short,0.0,0
8982,white,5,6,5,3,5,black,doc,short,0.0,0
5073,black,5,5,6,6,2,white,doc,long,,1
10430,white,5,5,6,7,5,black,doc,short,1.0,0
7721,black,5,6,6,1,4,white,doc,long,,1
6670,white,6,6,6,1,2,white,doc,short,,0
5255,black,6,6,6,2,0,white,doc,short,,0
14343,black,5,5,6,2,1,white,doc,long,1.0,1
4531,black,6,6,5,11,0,black,doc,short,,0
14018,black,5,5,5,5,0,white,doc,short,1.0,0
6023,black,4,4,7,4,0,black,lay,short,,0
8232,white,7,7,7,2,5,black,doc,short,1.0,0
8238,white,6,6,6,5,2,white,doc,short,1.0,0
19226,white,6,5,6,2,0,black,doc,short,0.0,0
10936,black,7,7,7,4,0,black,lay,short,0.0,0
13788,black,7,7,5,7,3,white,doc,long,0.0,1
10355,white,6,6,6,8,5,black,doc,short,0.0,0
7879,black,7,7,7,4,0,black,doc,short,,0
5604,black,5,5,1,6,0,white,doc,short,,0
7497,black,6,6,4,7,0,white,doc,short,,0
7987,black,5,5,5,4,0,white,doc,long,,1
19311,white,6,5,5,4,0,black,doc,short,1.0,0
16634,white,5,5,5,7,0,white,doc,short,0.0,0
13999,black,6,6,7,8,3,white,doc,long,1.0,1
17749,white,5,5,5,6,5,black,doc,short,1.0,0
15762,black,7,6,6,2,6,black,doc,short,1.0,0
20351,black,5,5,1,4,2,black,doc,short,0.0,0
6374,white,7,6,7,4,0,white,doc,short,,0
14856,black,5,5,1,2,2,black,doc,short,1.0,0
14634,black,5,6,6,8,2,black,lay,short,1.0,0
9110,black,4,4,4,4,7,black,lay,short,1.0,0
8430,black,5,5,1,2,0,black,lay,short,0.0,0
15833,black,7,7,7,10,10,white,doc,short,1.0,0
11197,black,5,6,5,3,0,white,doc,short,0.0,0
17040,white,7,7,6,4,5,white,doc,short,1.0,0
4937,black,6,7,6,2,5,black,doc,short,,0
5799,black,4,5,6,3,4,white,doc,long,,1
6332,white,5,6,6,6,4,white,doc,short,,0
15863,black,7,6,5,5,10,white,doc,long,0.0,1
7760,black,6,6,7,1,5,black,doc,short,,0
16148,black,1,5,5,8,0,black,lay,short,1.0,0
13901,black,6,5,6,2,0,black,doc,short,0.0,0
4456,black,1,1,5,2,0,black,lay,short,,0
9349,white,5,4,4,8,3,white,doc,short,1.0,0
18624,black,6,5,5,7,5,black,doc,short,1.0,0
13269,white,6,6,5,3,3,black,doc,short,1.0,0
4494,black,5,5,6,8,2,white,doc,long,,1
7993,black,5,6,6,4,1,black,doc,short,,0
9053,black,6,6,6,7,5,black,doc,short,1.0,0
5909,black,6,6,6,3,2,white,doc,short,,0
15455,black,5,5,5,3,0,black,lay,short,1.0,0
18901,black,5,6,6,11,5,white,doc,long,0.0,1
9054,white,5,4,6,2,4,black,doc,short,1.0,0
5959,white,5,5,5,4,0,white,doc,short,,0
19140,white,7,7,1,7,0,white,doc,short,1.0,0
4012,white,5,5,1,7,6,black,doc,short,,0
10734,white,5,5,6,4,1,black,doc,short,1.0,0
7967,black,5,5,5,3,0,white,doc,long,,1
16968,black,7,5,4,1,0,white,doc,long,0.0,1
8446,black,5,5,6,6,1,white,doc,short,0.0,0
8309,white,1,1,1,8,0,white,doc,short,0.0,0
13012,white,6,6,5,12,3,white,doc,short,0.0,0
4886,white,7,7,7,2,10,black,doc,short,,0
11243,white,6,6,6,4,2,black,doc,short,1.0,0
4233,black,6,6,6,1,0,black,doc,short,,0
10594,white,5,5,4,3,0,white,doc,short,1.0,0
6499,white,5,6,5,3,0,white,doc,short,,0
10917,white,5,5,6,3,5,white,doc,short,1.0,0
17829,white,5,5,5,6,0,white,doc,short,1.0,0
6211,white,5,6,6,6,3,black,doc,short,,0
17428,white,6,6,6,3,3,white,doc,short,1.0,0
6184,white,7,7,6,3,3,black,doc,short,,0
4248,black,7,7,7,1,0,white,doc,short,,0
20715,black,5,5,5,3,0,black,doc,short,1.0,0
15437,white,7,5,1,3,0,black,doc,short,1.0,0
13112,black,5,5,5,1,4,white,doc,long,1.0,1
20434,white,6,6,6,6,3,white,doc,short,1.0,0
8230,white,5,4,1,1,0,white,doc,short,1.0,0
11583,black,4,5,4,11,1,black,lay,short,1.0,0
7027,white,5,5,6,2,0,black,doc,short,,0
8324,white,6,6,1,2,0,black,doc,short,1.0,0
9452,white,4,5,5,3,3,white,doc,short,1.0,0
6316,white,5,5,6,7,0,black,doc,short,,0
5216,black,5,5,6,6,0,black,lay,short,,0
12149,black,6,6,6,1,4,white,doc,short,0.0,0
14608,black,6,5,7,2,7,white,doc,short,0.0,0
6826,white,6,5,6,7,0,black,doc,short,,0
16134,black,6,6,6,11,4,black,doc,short,1.0,0
19575,black,7,7,5,6,7,black,doc,short,0.0,0
14654,black,5,5,4,3,3,black,lay,short,1.0,0
17082,white,6,6,4,1,5,black,doc,short,0.0,0
9435,white,6,6,6,4,2,black,doc,short,0.0,0
4964,black,5,5,6,6,0,black,lay,short,,0
9409,white,7,7,7,3,0,white,doc,short,1.0,0
12870,black,6,6,6,5,0,black,lay,short,0.0,0
15441,white,6,6,6,4,4,white,doc,short,0.0,0
18904,black,4,6,5,7,0,black,lay,short,0.0,0
8198,black,7,7,7,2,8,white,doc,short,0.0,0
5448,black,7,7,5,3,1,white,doc,short,,0
12798,black,5,6,5,2,4,black,lay,short,0.0,0
7900,black,5,6,5,3,0,black,lay,short,,0
8364,white,5,7,7,4,6,white,doc,short,0.0,0
6174,white,6,6,6,3,2,white,doc,short,,0
4918,black,1,4,5,4,0,black,lay,short,,0
8391,white,7,7,7,3,1,white,doc,short,0.0,0
14739,black,5,5,7,5,0,black,lay,short,0.0,0
7037,white,6,6,6,5,3,white,doc,short,,0
8402,black,5,7,6,3,7,black,lay,short,1.0,0
16485,white,5,5,6,2,2,black,doc,short,0.0,0
8949,white,6,6,5,3,2,white,doc,short,0.0,0
6794,white,6,6,6,7,6,black,doc,short,,0
11278,white,6,7,7,3,7,white,doc,short,0.0,0
8387,white,6,6,6,8,6,white,doc,short,1.0,0
15269,black,5,5,5,3,0,white,doc,long,1.0,1
12764,black,6,7,5,4,1,black,doc,short,1.0,0
9578,white,5,5,5,3,0,black,doc,short,1.0,0
20464,white,6,6,6,2,0,white,doc,short,1.0,0
20553,white,5,5,5,2,0,white,doc,short,1.0,0
5006,black,5,5,6,4,10,black,lay,short,,0
10657,white,7,7,7,2,8,white,doc,short,1.0,0
7298,black,6,6,7,1,0,black,doc,short,,0
11137,black,6,6,6,8,8,white,doc,long,1.0,1
4039,white,5,5,5,7,2,black,doc,short,,0
12420,black,5,4,4,3,1,white,doc,long,0.0,1
20110,black,1,1,1,3,0,white,doc,short,0.0,0
4919,black,6,6,6,6,4,black,doc,short,,0
19180,white,7,6,6,1,2,black,doc,short,0.0,0
20312,black,5,5,6,6,1,white,doc,short,0.0,0
13322,black,4,4,4,7,0,white,doc,long,1.0,1
4262,white,6,6,6,1,2,black,doc,short,,0
15259,black,5,5,5,5,4,black,lay,short,0.0,0
8350,white,5,5,4,5,1,white,doc,short,0.0,0
18927,black,6,6,6,5,7,black,doc,short,0.0,0
18864,black,7,5,6,4,0,white,doc,long,0.0,1
15109,white,5,5,6,3,2,white,doc,short,1.0,0
8491,white,5,5,7,7,1,white,doc,short,1.0,0
8772,black,1,7,7,1,10,black,lay,short,1.0,0
8369,white,6,6,5,3,5,black,doc,short,0.0,0
17416,white,7,7,4,3,5,black,doc,short,1.0,0
18171,white,5,6,6,1,4,black,doc,short,1.0,0
6500,white,5,5,6,3,2,black,doc,short,,0
19589,black,5,5,6,1,5,black,doc,short,1.0,0
4691,white,5,5,5,9,3,white,doc,short,,0
13814,black,6,7,7,1,0,black,doc,short,1.0,0
10270,white,1,1,1,3,2,black,doc,short,1.0,0
20635,black,1,5,5,11,0,white,doc,long,0.0,1
4122,white,1,1,5,3,1,white,doc,short,,0
14879,black,1,1,5,1,0,black,lay,short,0.0,0
12335,black,6,5,5,2,0,black,doc,short,1.0,0
8173,white,5,5,6,6,5,white,doc,short,0.0,0
14478,black,6,6,5,4,5,white,doc,short,0.0,0
9566,white,6,6,7,5,6,black,doc,short,1.0,0
8480,white,6,6,6,8,3,white,doc,short,0.0,0
4690,black,6,6,6,5,4,white,doc,long,,1
15271,black,6,5,6,4,4,black,lay,short,0.0,0
5127,black,4,4,4,3,3,black,lay,short,,0
11754,black,6,6,4,1,6,black,lay,short,0.0,0
18855,black,6,5,6,1,6,black,doc,short,1.0,0
8636,white,6,6,7,11,3,black,doc,short,0.0,0
20459,white,6,6,6,4,2,white,doc,short,1.0,0
4996,white,7,7,6,5,3,black,doc,short,,0
6428,white,5,5,5,3,1,black,doc,short,,0
5005,black,1,5,4,3,0,white,doc,long,,1
9163,black,5,6,5,1,1,white,doc,short,1.0,0
10198,white,5,5,5,3,1,black,doc,short,0.0,0
13772,black,4,5,5,5,0,white,doc,short,1.0,0
9173,black,6,5,5,2,0,white,doc,short,1.0,0
9207,white,5,5,5,2,5,black,doc,short,1.0,0
10545,white,5,6,5,3,0,white,doc,short,1.0,0
16335,black,1,6,5,1,8,white,doc,short,0.0,0
18728,black,5,5,4,6,2,black,doc,short,1.0,0
6301,white,5,5,7,9,0,white,doc,short,,0
11413,black,5,5,5,8,2,white,doc,long,0.0,1
19451,black,1,1,1,1,0,black,lay,short,1.0,0
7404,black,6,6,5,12,0,black,doc,short,,0
8913,white,6,6,6,12,2,black,doc,short,1.0,0
16216,white,5,1,5,3,1,black,doc,short,0.0,0
10681,black,7,7,7,3,10,black,doc,short,0.0,0
14698,black,1,1,1,2,0,black,doc,short,1.0,0
20123,black,5,6,5,1,0,black,doc,short,1.0,0
8684,black,6,6,7,3,5,white,doc,short,1.0,0
4910,black,6,6,5,1,0,black,doc,short,,0
6993,white,6,6,6,2,2,black,doc,short,,0
9308,black,5,5,5,1,6,black,lay,short,0.0,0
19733,black,5,6,5,2,5,black,doc,short,1.0,0
7449,black,7,7,7,5,2,white,doc,short,,0
18717,black,6,7,6,1,0,black,lay,short,1.0,0
16339,white,6,6,6,5,4,white,doc,short,0.0,0
18799,black,6,6,5,4,0,black,doc,short,0.0,0
16922,black,7,7,7,6,3,white,doc,short,1.0,0
8244,white,5,5,5,2,5,black,doc,short,0.0,0
8478,white,6,6,5,8,1,black,doc,short,1.0,0
9061,black,6,6,6,6,9,white,doc,long,1.0,1
17159,black,4,5,6,2,3,white,doc,short,0.0,0
19501,black,4,4,4,5,2,black,doc,short,1.0,0
8804,black,7,7,7,3,10,black,lay,short,0.0,0
11956,black,6,6,7,3,5,black,doc,short,1.0,0
10275,white,6,6,5,5,1,black,doc,short,1.0,0
6400,white,7,7,7,7,2,white,doc,short,,0
13412,white,6,6,6,8,2,white,doc,short,0.0,0
5122,black,6,6,6,4,0,white,doc,long,,1
17229,black,5,5,6,5,5,black,lay,short,1.0,0
4405,black,5,5,5,1,0,black,doc,short,,0
17148,black,7,6,6,1,0,black,lay,short,1.0,0
19926,black,6,5,6,3,0,white,doc,long,1.0,1
18340,white,6,6,6,3,9,white,doc,short,0.0,0
4259,white,6,5,5,3,0,white,doc,short,,0
18987,black,5,5,6,12,0,black,doc,short,0.0,0
6215,white,5,5,5,3,6,white,doc,short,,0
7359,black,7,7,7,3,0,white,doc,long,,1
4492,black,5,4,6,3,1,black,lay,short,,0
11881,black,5,5,1,1,0,white,doc,short,0.0,0
13643,black,5,5,4,3,0,white,doc,short,1.0,0
20324,white,6,5,5,5,4,black,doc,short,0.0,0
13675,black,5,4,6,6,5,black,lay,short,1.0,0
8496,white,6,5,6,4,7,black,doc,short,1.0,0
19305,white,5,5,5,2,2,white,doc,short,0.0,0
15506,black,5,5,5,1,0,black,doc,short,0.0,0
15423,white,5,5,5,2,0,white,doc,short,0.0,0
4749,black,1,1,1,4,0,black,lay,short,,0
16009,white,5,5,5,8,3,white,doc,short,1.0,0
20040,black,4,4,5,1,0,black,lay,short,0.0,0
14877,black,4,6,4,1,5,white,doc,long,1.0,1
8879,black,6,6,5,3,8,white,doc,short,1.0,0
16083,black,5,5,5,1,6,white,doc,long,1.0,1
17753,white,6,6,4,2,2,white,doc,short,1.0,0
8403,black,7,7,7,7,6,white,doc,long,0.0,1
17890,black,5,5,7,7,9,black,lay,short,1.0,0
16144,black,4,5,6,1,1,white,doc,short,1.0,0
14226,black,5,4,4,3,0,black,lay,short,1.0,0
17742,white,7,6,6,3,3,white,doc,short,1.0,0
8261,white,5,4,6,3,1,black,doc,short,1.0,0
19509,black,1,1,1,1,0,white,doc,long,0.0,1
