,pharmacy_lookup,sample,covid_vacc_trial,resp_black,flu_season,survey_platform,T,T_cc,T_lay,T_ackn
1642,5.0,season 2 lucid2,1.0,0.0,1.0,Lucid,CC,1.0,,
1643,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1644,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1645,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1646,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1647,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1648,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1649,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1650,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
1651,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
1652,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1653,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1654,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1655,,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1656,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1657,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
1658,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
1659,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1660,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1661,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1662,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1663,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1664,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
1665,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1666,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1667,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1668,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1669,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1670,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1671,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1672,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1673,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1674,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
1675,5.0,season 2 lucid2,1.0,0.0,1.0,Lucid,D,0.0,,
1676,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1677,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1678,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1679,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1680,,season 2 cloudresearch,,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
1681,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1682,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
1683,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1684,,season 2 qualtrics,,0.0,1.0,Qualtrics S2,CC,1.0,,
1685,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1686,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1687,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1688,5.0,season 2 cloudresearch,1.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1689,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1690,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
1691,,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1692,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1693,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1694,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1695,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1696,5.0,season 2 lucid2,1.0,0.0,1.0,Lucid,D,0.0,,
1697,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1698,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1699,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1700,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1701,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1702,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1703,6.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
1704,6.0,season 2 lucid,1.0,0.0,1.0,Lucid,CC,1.0,,
1705,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1706,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
1707,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1708,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1709,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1710,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1711,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1712,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1713,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1714,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1715,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"D,AN",,,1.0
1716,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1717,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1718,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1719,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1720,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,D,0.0,,0.0
1721,,season 2 lucid,,1.0,1.0,Lucid,D,0.0,,0.0
1722,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
1723,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1724,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1725,,season 2 lucid,,1.0,1.0,Lucid,"D,AN",,,1.0
1726,6.0,facebook,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1727,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1728,6.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1729,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
1730,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1731,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1732,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1733,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1734,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1735,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
1736,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1737,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
1738,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
1739,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
1740,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1741,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1742,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1743,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1744,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"D,AN",,,1.0
1745,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1746,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1747,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1748,5.0,season 2 lucid2,1.0,0.0,1.0,Lucid,D,0.0,,
1749,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1750,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1751,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1752,5.0,season 2 lucid2,,1.0,1.0,Lucid,"D,AN",,,1.0
1753,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
1754,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1755,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1756,6.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
1757,,season 2 lucid2,,1.0,1.0,Lucid,CC,1.0,0.0,
1758,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1759,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1760,6.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1761,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1762,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1763,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,D,0.0,,0.0
1764,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1765,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1766,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
1767,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1768,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1769,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
1770,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1771,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1772,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1773,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1774,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1775,6.0,season 2 lucid2,,1.0,1.0,Lucid,"D,AN",,,1.0
1776,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1777,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1778,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1779,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1780,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1781,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1782,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1783,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1784,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1785,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1786,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
1787,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
1788,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
1789,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1790,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1791,,season 2 lucid2,,1.0,1.0,Lucid,"CC,lay",,1.0,
1792,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1793,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1794,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1795,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1796,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1797,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1798,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1799,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,D,0.0,,0.0
1800,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1801,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1802,,season 2 lucid,,1.0,1.0,Lucid,"CC,lay",,1.0,
1803,5.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
1804,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1805,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1806,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1807,5.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1808,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1809,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1810,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
1811,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1812,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1813,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
1814,6.0,season 2 qualtrics,,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
1815,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1816,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1817,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1818,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1819,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1820,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1821,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1822,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1823,5.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1824,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1825,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1826,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1827,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
1828,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1829,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1830,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1831,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1832,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1833,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1834,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1835,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1836,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1837,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1838,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1839,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1840,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1841,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1842,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1843,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
1844,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1845,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1846,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1847,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1848,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1849,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1850,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1851,5.0,season 2 cloudresearch,1.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1852,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1853,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1854,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1855,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1856,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
1857,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1858,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1859,5.0,season 2 lucid2,1.0,1.0,1.0,Lucid,D,0.0,,0.0
1860,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1861,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1862,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1863,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1864,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1865,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1866,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1867,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1868,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1869,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,CC,1.0,,
1870,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1871,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1872,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1873,5.0,season 2 lucid2,1.0,0.0,1.0,Lucid,D,0.0,,
1874,5.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1875,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
1876,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
1877,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1878,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1879,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1880,5.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,D,0.0,,
1881,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1882,5.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,D,0.0,,
1883,5.0,season 2 cloudresearch,1.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1884,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1885,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1886,,season 2 qualtrics,,1.0,1.0,Qualtrics S2,D,0.0,,0.0
1887,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1888,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1889,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,D,0.0,,0.0
1890,6.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1891,6.0,season 2 cloudresearch,2.0,1.0,1.0,CloudResearch/Facebook,CC,1.0,0.0,
1892,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1893,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
1894,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1895,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
1896,6.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
1897,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1898,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,CC,1.0,0.0,
1899,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1900,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1901,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1902,,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1903,5.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1904,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1905,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1906,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1907,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1908,6.0,season 1,,0.0,0.0,Qualtrics S1,D,0.0,,
1909,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1910,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1911,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1912,6.0,season 2 cloudresearch,2.0,0.0,1.0,CloudResearch/Facebook,D,0.0,,
1913,,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1914,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1915,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1916,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1917,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1918,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1919,5.0,season 2 qualtrics,1.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
1920,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1921,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"D,AN",,,1.0
1922,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1923,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,CC,1.0,0.0,
1924,6.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1925,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1926,5.0,season 2 lucid2,2.0,0.0,1.0,Lucid,CC,1.0,,
1927,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1928,6.0,season 2 lucid2,2.0,0.0,1.0,Lucid,D,0.0,,
1929,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1930,5.0,season 1,,1.0,0.0,Qualtrics S1,D,0.0,,0.0
1931,6.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1932,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1933,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1934,5.0,season 2 lucid,1.0,1.0,1.0,Lucid,"CC,lay",,1.0,
1935,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1936,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,D,0.0,,
1937,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1938,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1939,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1940,6.0,season 2 qualtrics,2.0,1.0,1.0,Qualtrics S2,"CC,lay",,1.0,
1941,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1942,6.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1943,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1944,6.0,season 2 lucid,2.0,0.0,1.0,Lucid,CC,1.0,,
1945,5.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1946,5.0,season 2 cloudresearch,1.0,1.0,1.0,CloudResearch/Facebook,"CC,lay",,1.0,
1947,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,D,0.0,,0.0
1948,6.0,season 1,,1.0,0.0,Qualtrics S1,"CC,lay",,1.0,
1949,6.0,season 2 qualtrics,1.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1950,5.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1951,5.0,season 1,,1.0,0.0,Qualtrics S1,"D,AN",,,1.0
1952,6.0,season 1,,1.0,0.0,Qualtrics S1,CC,1.0,0.0,
1953,6.0,season 1,,0.0,0.0,Qualtrics S1,CC,1.0,,
1954,5.0,season 2 lucid2,2.0,1.0,1.0,Lucid,"D,AN",,,1.0
1955,6.0,season 2 lucid,2.0,1.0,1.0,Lucid,CC,1.0,0.0,
1956,6.0,season 2 qualtrics,2.0,0.0,1.0,Qualtrics S2,CC,1.0,,
1957,5.0,season 2 lucid,2.0,1.0,1.0,Lucid,D,0.0,,0.0
